facdomain,facgroup,facsubgrp,factype,datasource,count_new,facdomain_old,facgroup_old,facsubgrp_old,factype_old,count_old,diff
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - EDUCATION/ SCHOOL,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",HIGHER EDUCATION,COLLEGES OR UNIVERSITIES,SENIOR COLLEGE,9,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,SPECIAL RECREATIONAL FACILITY - INDOOR,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,ALTERNATIVE TO DETENTION,7,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,GARDENS,COMMUNITY GARDEN,154,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,NEXT STEPS,13,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","FATHERHOOD INITIATIVE FAMILY SUPPORT,NDA PROGRAMS",9,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,IMPACT,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,FINANCIAL ASSISTANCE AND SOCIAL SERVICES,SNAP CENTERS,2,
,,,,,,ADMINISTRATION OF GOVERNMENT,OTHER PROPERTY,MISCELLANEOUS USE,UNDEVELOPED OPEN SPACE,41,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,NEW YORK SOUTHERN BANKRUPTCY COURT,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,JOB CENTERS,4,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - PERFORMING ARTS - YOUTH CHORUS,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,SPECIAL RECREATIONAL FACILITY - OUTDOOR,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,SATELLITE SENIOR CENTERS,44,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,UNITED STATES COURT OF INTERNATIONAL TRADE,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,OUTDOOR POOL,4,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,GARDENS,BOTANICAL GARDEN,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - EDUCATION /SCHOOL,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYING FIELD,85,
,,,,,,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,,88,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - VACANT- HEALTH CLINIC,7,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - ATTAIN LAB,6,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","SERVICES - IMMIGRANT FAMILIES IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",10,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,METHADONE KEEP CHEMICAL DEPENDENCY,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - FAMILY / URBAN FAMILY CTR,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - EDUCATION / GED,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CHILD CARE - UPK 2015,4,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - COMPUTER LAB,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,SCHOOL,5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - PERFORMING ARTS - ART CENTER,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",CRISIS SHELTER RUNAWAY & HOMELESS YOUTH,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - PLASTERER'S SHOP,2,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",NEIGHBORHOOD DEVELOPMENT AREA PROGRAM,172,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES,DROP IN,4,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","NDA IMMIGRANTS IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES,NDA PROGRAMS,NDA IMMIGRANTS",9,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,DOE UNIVERSAL PRE-K - CHARTER,16,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL CHEMICAL DEPENDENCY,29,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","BEACON SATELLITE AFTER-SCHOOL PROGRAMS,BEACON,NYCHA COMMUNITY CENTER",20,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,SECOND CIRCUIT COURT OF APPEALS CLERK,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,EMERGENCY INTERVENTION SERVICES,33,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - COMPUTER ROOM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,820 REHAB AND REINTEGRATION CHEMICAL DEPENDENCY,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - CHILD CARE,44,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,SENIOR SERVICES,ELDER ABUSE PREVENTION,8,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - TRAINING CENTER,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,COMMUNITY SCHOOLS - DOE,326,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - EDUCATION / IHAD LITERACY,3,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,FIELD OFFICE,1,
,,,,,,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE PROCESSING,LANDFILL GAS RECOVERY,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","HIGH-SCHOOL AGED YOUTH AFTER-SCHOOL PROGRAMS,NDA PROGRAMS,YOUTH EDUCATIONAL SUPPORT",41,
,,,,,,ADMINISTRATION OF GOVERNMENT,OTHER PROPERTY,MISCELLANEOUS USE,OPEN SPACE,4,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","LEGAL ASSISTANCE PROGRAM IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",12,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,DOE UNIVERSAL PRE-KINDERGARTEN,166,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,CHARTER SCHOOL,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - NORC,11,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,EVERY CHILD HAS AN OPPORTUNITY TO EXCEL AND SUCCEED,5,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","NDA IMMIGRATS IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES,NDA PROGRAMS,NDA IMMIGRANTS",1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PUBLIC PLACE/PLAZA,9,
,,,,,,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,SOLID WASTE TRANSFER AND CARTING,TRADE WASTE CARTER SITE,219,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,DUAL CHILD CARE AND UNIVERSAL PRE-K,EARLY EDUCATION PROGRAM,37,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","ADULT LITERACY READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,ESOL,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED",5,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - RELIGIOUS SERVICES,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - CASE MANAGEMENT /CHILD WELFARE PROGRAM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,WORKFORCE1 SECTOR-BASED CAREER CENTERS,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES",TRANSITIONAL INDEPENDENT LIVING GREEN CHIMNEYS RUNAWAY & HOMELESS YOUTH,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL CHEMICAL DEPENDENCY,11,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,MENTAL HEALTH,CRISIS SERVICES MENTAL HEALTH,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - SPORTS - BOXING PROGRAM,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,MAOT-A-RESIDENTIAL CHEMICAL DEPENDENCY,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - MANAGEMENT OFFICE,1,
